epoch,train_loss,val_loss
170,0.34085357189178467,0.6216986775398254
171,0.3248143494129181,0.6230729222297668
172,0.32585740089416504,0.6246607899665833
173,0.3225674629211426,0.6246456503868103
174,0.32088401913642883,0.6251705884933472
175,0.3317711353302002,0.6247161030769348
176,0.3310930132865906,0.6234704256057739
177,0.32092365622520447,0.6222001910209656
178,0.3302595913410187,0.6210799813270569
179,0.3333592712879181,0.619913637638092
180,0.3213510513305664,0.619345486164093
181,0.3085283935070038,0.6194590926170349
182,0.3334968388080597,0.6199173927307129
183,0.3125789761543274,0.620880663394928
184,0.3130255937576294,0.6230159997940063
185,0.2922230660915375,0.6259045600891113
186,0.3266574442386627,0.6285091638565063
187,0.30647170543670654,0.6298210620880127
188,0.3270505666732788,0.6304892301559448
189,0.31215614080429077,0.631570041179657
190,0.31126654148101807,0.6321744322776794
191,0.3405461013317108,0.6304787397384644
192,0.3131800591945648,0.6281594038009644
193,0.3039204776287079,0.6269153952598572
194,0.3011053800582886,0.6267985701560974
195,0.2767890393733978,0.6276254057884216
196,0.2959371507167816,0.6286212205886841
197,0.3107401728630066,0.6294806003570557
198,0.3053680658340454,0.6302497982978821
199,0.2929735481739044,0.6308737993240356
200,0.2925717234611511,0.6314853429794312
201,0.28823623061180115,0.6334372758865356
202,0.30281972885131836,0.6342891454696655
203,0.31721776723861694,0.6341994404792786
204,0.3051556944847107,0.6340194940567017
205,0.3230418264865875,0.6338797807693481
206,0.302327036857605,0.6330166459083557
207,0.2898620367050171,0.632516086101532
