epoch,train_loss,val_loss
1,0.7553915977478027,0.7840666174888611
2,0.7358887195587158,0.782278835773468
3,0.7291713953018188,0.7806347608566284
4,0.7270654439926147,0.7795067429542542
5,0.7205297946929932,0.7782606482505798
6,0.7097057104110718,0.7770561575889587
7,0.7316479682922363,0.775709867477417
8,0.719406008720398,0.7743691205978394
9,0.6994320154190063,0.7731833457946777
10,0.7074331045150757,0.7720999717712402
11,0.7196164131164551,0.7711329460144043
12,0.6968778967857361,0.7700613737106323
13,0.7033014893531799,0.7690868377685547
14,0.6937093138694763,0.7682142853736877
15,0.710412859916687,0.7673082947731018
16,0.6822576522827148,0.7665320038795471
17,0.6845934987068176,0.7659136652946472
18,0.6645211577415466,0.7654016613960266
19,0.6738603711128235,0.7649247646331787
20,0.6555731892585754,0.7645434141159058
21,0.684429407119751,0.7642159461975098
22,0.6465234160423279,0.7640306949615479
23,0.6507374048233032,0.7639588117599487
24,0.6713601350784302,0.7640119791030884
25,0.662371039390564,0.7641188502311707
26,0.6780235171318054,0.7642108201980591
27,0.6765480637550354,0.7643627524375916
28,0.6613110899925232,0.7644175291061401
29,0.6589593887329102,0.7646008729934692
30,0.620366632938385,0.7648955583572388
31,0.6366064548492432,0.7653116583824158
32,0.6479004621505737,0.7657850980758667
33,0.6290989518165588,0.7662208080291748
34,0.6329571008682251,0.7666975855827332
35,0.6348394155502319,0.7672407627105713
36,0.6399480700492859,0.7679377794265747
37,0.6387519240379333,0.76859450340271
38,0.6023128032684326,0.769278883934021
39,0.6492626070976257,0.7699511051177979
40,0.6168436408042908,0.7706955075263977
41,0.619883120059967,0.7714966535568237
42,0.6307474374771118,0.7723132967948914
43,0.6116011738777161,0.773274302482605
44,0.6164587140083313,0.7742426991462708
45,0.623478889465332,0.7751465439796448
46,0.6004955768585205,0.7760599851608276
47,0.6153166890144348,0.7770454287528992
48,0.6077406406402588,0.7781180143356323
49,0.5972179770469666,0.7793006896972656
50,0.6088641881942749,0.7806238532066345
51,0.6039527058601379,0.7820120453834534
52,0.6031984686851501,0.7834122776985168
53,0.6004362106323242,0.7849056720733643
54,0.600866436958313,0.7863814234733582
55,0.5829128623008728,0.7878656387329102
56,0.6046852469444275,0.7893276214599609
57,0.5863962173461914,0.7908744215965271
58,0.6068296432495117,0.7924625277519226
59,0.557380199432373,0.7942002415657043
60,0.6047991514205933,0.7960038781166077
61,0.5760074257850647,0.797864556312561
62,0.583051323890686,0.7998127341270447
63,0.5861121416091919,0.8018338680267334
64,0.5860506892204285,0.8039076924324036
65,0.5743016600608826,0.806050717830658
66,0.5611152052879333,0.8083464503288269
67,0.5864800214767456,0.8107292056083679
68,0.5814511179924011,0.8130740523338318
